student_name,current_grade,read_eqao_03,write_eqao_03,math_eqao_03,read_eqao_06,write_eqao_06,math_eqao_06,Mathematics_07,Reading_07,Writing_07,Mathematics_08,Reading_08,Writing_08,math_eqao_09,Language_09,Mathematics_09,Language_10,Mathematics_10,Language_11,Mathematics_11,EQAO_Math_Program
Geraldine Daniels,11,2,4,0,1,0,4,53,22,9,65,91,67,1,73,8,78,91,95,62,Applied
Joshua Holmes,10,4,4,2,0,1,5,52,28,75,79,99,53,0,86,78,35,38,32,47,Applied
Christine Peterson,9,1,4,1,5,2,4,3,11,41,1,73,74,5,76,73,88,84,13,57,Applied
Angeline Koelling,8,4,0,4,2,4,2,18,30,79,33,90,66,2,43,58,96,27,62,65,Applied
Danielle Mathis,8,0,0,4,4,0,0,81,66,6,72,0,1,4,5,72,87,57,49,59,Applied
Jack Gamache,11,3,4,4,3,4,3,25,5,12,95,89,57,3,90,84,48,97,2,16,Applied
Janice Robinson,9,3,5,4,5,4,4,77,7,58,64,45,70,5,91,10,13,21,73,77,Applied
Emily Lewis,8,1,1,2,0,3,2,0,41,68,22,88,95,0,23,81,85,28,92,19,Applied
Tamara Webb,11,5,4,2,1,0,0,78,87,9,68,71,76,1,65,58,87,7,52,89,Applied
Thelma Morris,12,0,2,5,1,1,1,49,20,16,27,29,98,1,29,73,9,60,68,21,Applied
William Stoneburner,9,5,3,4,5,2,2,12,41,32,61,17,97,5,79,43,77,19,48,68,Applied
Richard Bustos,10,1,0,5,0,2,3,96,29,51,12,17,34,0,75,59,20,58,46,48,Applied
Sandy Leising,12,3,4,1,2,1,3,78,68,84,73,5,13,2,94,9,40,37,13,28,Applied
Timothy Austin,10,3,3,3,1,5,0,80,3,65,79,32,51,1,56,40,8,99,38,15,Applied
Christopher Freeman,9,3,4,0,3,3,0,25,11,37,85,30,7,3,13,25,94,56,27,99,Applied
Edna Shockley,11,4,2,4,2,2,1,48,51,46,12,8,75,2,58,28,95,48,45,78,Applied
Dorothy Kelley,11,4,2,1,2,2,0,70,18,64,16,35,86,2,85,42,77,33,97,61,Applied
Tracy Sands,11,5,4,4,3,1,4,36,7,0,88,2,56,3,16,37,56,32,7,44,Applied
Cathy Cecil,8,4,1,0,2,0,0,88,12,56,5,35,54,2,5,39,89,0,83,82,Applied
Lyle Washinski,10,4,0,4,0,0,1,21,39,17,24,47,80,0,26,26,28,82,72,75,Applied
Shana Wilson,11,4,3,1,1,0,4,53,32,79,59,97,84,1,26,95,40,87,68,30,Applied
John Pollock,11,0,3,2,3,3,5,10,67,65,14,50,12,3,96,77,60,74,34,31,Applied
Stephanie Delacruz,11,1,4,1,5,0,4,8,13,30,80,2,45,5,6,31,60,89,12,72,Applied
Karen Martin,11,1,1,0,5,5,0,60,3,73,68,5,12,5,3,79,43,67,16,16,Applied
Dale Cruz,10,1,0,4,3,1,5,28,6,14,97,19,4,3,98,11,81,63,64,40,Applied
Aurelia Dalrymple,8,5,0,2,2,3,4,92,45,40,70,42,23,2,77,62,49,94,2,85,Applied
Stephen Simar,8,4,1,0,3,4,0,21,86,93,6,55,11,3,38,88,36,66,82,13,Applied
Catherine Kerby,10,2,1,0,2,5,3,67,48,39,18,71,63,2,71,18,25,50,71,88,Applied
Aida Oliphant,10,5,2,5,5,1,1,7,5,5,20,40,16,5,20,11,82,62,21,16,Applied
Jacqueline Medina,9,3,4,2,3,2,4,19,51,51,30,40,10,3,95,33,57,40,34,79,Applied
Willie Blais,10,2,0,4,1,5,3,45,40,41,58,20,1,1,6,78,14,84,59,61,Applied
Walter Ellsworth,9,2,4,5,5,5,3,39,81,24,95,72,30,5,61,67,82,84,84,13,Applied
Pauline Maurey,8,1,3,4,0,0,5,50,30,59,23,53,75,0,99,17,15,39,26,1,Applied
Juanita Caldwell,8,3,4,2,2,5,4,32,33,31,72,81,60,2,6,75,81,91,56,77,Applied
Allan Garcia,10,2,3,1,2,1,0,28,39,37,86,94,73,2,99,48,95,64,40,83,Applied
Maria Fears,9,5,3,5,4,3,0,64,77,57,7,82,72,4,87,44,24,74,64,89,Applied
Robert Kessler,11,2,3,4,5,5,4,91,19,57,30,84,92,5,43,61,32,90,23,5,Applied
Carlos Houser,10,2,2,4,1,0,0,49,80,91,63,24,81,1,99,37,71,54,39,24,Applied
Kenneth Mclean,11,2,4,3,3,0,0,95,69,16,65,66,59,3,83,14,8,41,17,60,Applied
Mary Beaupre,10,5,0,2,0,2,1,63,85,68,13,12,31,0,57,28,30,45,89,67,Applied
Rachel Stewart,10,0,5,2,5,0,3,73,2,19,53,29,51,5,8,14,22,40,85,89,Applied
Kaci Burch,11,0,5,3,4,0,4,98,7,38,39,68,11,4,13,26,95,10,64,5,Applied
Francis Perez,10,2,5,4,5,0,2,3,49,0,52,53,77,5,2,55,50,32,8,73,Applied
Loraine Heald,11,4,4,3,2,5,1,33,40,36,54,20,47,2,19,74,74,30,54,20,Applied
Olin Canady,11,3,5,4,4,2,2,72,97,29,98,81,70,4,68,71,27,82,76,44,Applied
Richard Jennings,9,4,5,4,1,3,1,52,68,24,80,79,59,1,76,27,90,9,14,14,Applied
Latanya Sparks,11,3,4,0,2,3,2,6,0,6,39,3,7,2,20,81,2,96,31,36,Applied
Larry Millet,9,1,1,5,5,1,0,38,97,54,52,14,33,5,47,42,94,6,98,2,Applied
Amber Lauro,12,2,4,2,5,5,1,10,67,46,31,90,37,5,82,5,54,61,13,41,Applied
Michael Ramirez,8,1,1,5,4,0,0,47,20,0,86,14,77,4,64,72,23,55,6,74,Applied
Steven Jenkins,8,5,0,0,5,5,1,11,90,77,17,49,56,5,27,67,7,75,98,62,Applied
Darrell Goff,9,4,3,0,5,2,5,85,1,36,77,85,28,5,93,67,51,49,43,97,Applied
Marcus Hale,8,5,2,5,2,2,5,68,34,85,3,75,61,2,13,76,83,3,51,59,Applied
Justin Garrison,8,0,0,4,1,2,2,84,84,39,82,1,75,1,86,24,27,19,4,76,Applied
Mary Moore,11,2,1,4,4,4,5,47,44,83,51,70,85,4,54,7,48,53,37,21,Applied
Dollie Sandoval,8,5,2,2,5,0,4,6,64,19,81,80,32,5,64,56,2,64,8,36,Applied
Wendy Johnson,10,1,0,4,2,4,2,53,72,99,2,71,28,2,45,40,95,17,53,65,Applied
Caroline Terry,10,1,2,1,1,4,3,53,0,19,5,32,83,1,8,38,86,31,66,45,Applied
Christopher Avila,8,5,0,2,2,5,5,83,85,34,32,75,19,2,42,19,93,88,63,71,Applied
Evelyn Shields,8,3,2,1,0,3,0,77,16,25,36,20,6,0,51,11,32,32,4,72,Applied
Susan Woolum,8,4,1,4,3,2,1,37,75,91,77,4,0,3,84,98,1,66,44,12,Applied
Delilah Fernandez,10,0,4,5,5,1,4,26,55,73,69,7,55,5,20,90,9,56,57,75,Applied
Robert Haggard,12,3,5,3,4,5,3,0,61,76,60,6,76,4,75,23,56,35,54,45,Applied
Carlee Villarreal,9,1,2,3,5,0,2,89,91,84,62,71,20,5,85,98,46,66,60,74,Applied
Marshall Hopkins,12,3,4,4,3,0,5,61,31,83,56,53,95,3,66,5,84,77,20,3,Applied
Denise Freeman,12,0,0,3,4,5,3,11,15,38,79,44,15,4,79,95,89,5,5,41,Applied
Sandra Lewandowski,11,1,1,4,5,0,0,93,2,34,77,44,26,5,62,8,85,42,37,51,Applied
James Nguyen,10,1,1,5,4,3,2,9,12,88,36,38,7,4,64,9,74,53,68,76,Applied
Helen Bisson,8,4,0,5,3,3,2,70,74,34,42,43,37,3,84,6,80,59,42,20,Applied
Robert Mercer,10,1,2,0,0,0,1,13,67,74,43,86,1,0,80,42,84,16,67,32,Applied
Carlos Swanigan,8,2,0,0,1,2,4,70,80,91,27,78,74,1,56,68,59,99,79,87,Applied
Virginia Sauve,9,5,1,4,4,0,5,60,33,54,56,25,12,4,95,61,38,4,7,20,Applied
Michael Jackson,8,4,4,1,5,3,1,80,50,32,22,41,2,5,7,51,24,10,19,72,Applied
Sammy Creason,8,1,2,2,4,0,1,45,99,5,34,77,75,4,13,31,96,54,10,72,Applied
Jan Young,10,0,4,4,4,5,0,56,71,78,82,28,44,4,66,13,99,76,28,44,Applied
Peggy Pearson,8,5,2,5,5,4,0,22,82,2,37,98,98,5,49,54,73,45,49,94,Applied
Jenny Hall,8,0,2,4,2,0,3,62,60,64,85,30,45,2,80,95,12,29,67,6,Applied
Homer Stewart,12,1,5,2,3,3,5,76,16,95,44,66,51,3,5,81,14,36,44,60,Applied
Mary Cooper,9,4,4,3,1,5,0,49,42,17,63,47,97,1,20,33,70,0,56,37,Applied
Clement Thompson,12,0,4,3,4,1,5,55,42,66,82,9,71,4,6,22,91,95,54,48,Applied
Kevin Edwards,12,4,0,5,0,0,0,78,93,1,23,32,35,0,80,58,37,22,26,94,Applied
Evelyn Pool,11,2,1,0,5,3,2,2,39,54,6,89,78,5,17,39,46,73,95,17,Applied
Bruce Smith,10,0,2,4,5,4,5,71,87,79,95,74,17,5,42,11,40,66,41,70,Applied
Michael Faulkner,8,1,1,0,5,3,3,4,28,84,13,96,8,5,68,15,87,58,65,45,Applied
Catherine Newberry,9,1,0,5,2,0,1,57,70,19,6,3,19,2,86,51,58,35,68,92,Applied
Diane Butler,11,1,4,2,4,0,2,78,29,98,95,38,92,4,19,96,83,20,29,15,Applied
Vida Kaiser,11,2,4,1,1,3,4,88,90,48,85,16,10,1,80,34,46,30,19,60,Applied
Amy Krausz,12,5,4,2,4,1,4,8,4,13,23,68,68,4,67,25,26,96,41,67,Applied
James Hebrank,11,3,2,3,3,0,3,29,28,25,82,51,54,3,45,16,16,70,57,83,Applied
Flora Melton,8,5,3,5,5,2,1,99,27,47,29,70,78,5,3,17,61,83,7,4,Applied
Marquerite Reynoldson,11,5,5,4,3,1,0,90,98,59,13,19,25,3,75,35,76,7,98,31,Applied
Robert Beard,9,5,5,2,2,2,0,34,69,16,49,33,8,2,36,56,34,99,94,49,Applied
Larry Duty,11,4,3,4,4,5,2,96,68,89,51,47,31,4,87,34,98,22,54,3,Applied
Joel Barron,10,5,0,1,4,0,5,98,59,43,69,50,63,4,62,53,85,51,41,25,Applied
Crystal Mcgillivray,8,4,2,4,5,3,4,2,31,38,33,14,39,5,89,28,20,44,83,66,Applied
Jose Patenaude,8,0,5,0,1,1,5,66,33,41,40,50,5,1,85,96,88,6,41,9,Applied
Dorthy Stewart,10,0,0,2,3,2,0,35,87,35,8,22,7,3,79,79,83,29,91,33,Applied
Lynda Sthilaire,12,4,4,3,1,1,1,67,6,61,85,37,53,1,59,57,6,15,22,77,Applied
Tanya Rhodes,12,0,4,2,3,5,5,46,35,46,27,12,37,3,83,36,15,62,68,71,Applied
Fred Jordan,10,2,0,4,2,5,3,98,52,19,58,99,12,2,61,24,22,68,65,24,Applied
Marcus Deering,8,0,3,0,0,4,5,7,10,87,34,68,80,0,30,2,45,81,99,18,Applied
Latoya Schultz,8,5,0,3,3,4,4,34,54,2,14,77,49,3,85,83,55,96,13,0,Applied
Virgina Katz,10,3,0,0,2,2,3,11,83,25,68,59,94,2,9,29,2,10,48,2,Applied
Duane Kupchinsky,8,3,2,3,0,1,1,27,15,64,17,90,89,0,12,95,0,4,29,74,Applied
Gloria Ramey,10,5,5,5,4,3,2,62,56,51,91,91,82,4,93,84,6,94,85,47,Applied
David Hayes,10,2,3,2,3,2,4,14,63,53,40,49,49,3,59,82,93,4,18,40,Applied
Monique Pomroy,11,2,3,4,4,1,3,21,67,56,45,68,41,4,33,76,76,66,23,79,Applied
Connie Pinkerton,8,1,1,0,4,5,5,7,10,2,12,30,32,4,41,33,86,87,52,78,Applied
Frances Quillen,10,2,3,5,1,1,2,97,62,38,92,7,31,1,40,22,72,57,17,36,Applied
Wendy Gonzalez,10,5,2,1,1,1,1,44,67,85,15,31,13,1,88,23,19,85,85,4,Applied
Harry Tribble,9,2,0,0,2,3,1,29,27,8,51,43,59,2,16,55,46,34,90,20,Applied
Helen Devlin,11,1,0,2,3,2,5,4,56,83,65,33,97,3,39,95,92,2,76,58,Applied
Irene Murray,8,3,1,0,5,5,3,25,20,38,39,85,17,5,87,75,84,61,37,80,Applied
Keith Stricklin,8,0,1,0,1,2,3,61,87,71,88,35,42,1,53,52,79,88,64,51,Applied
Elizabeth Mcmackin,8,1,4,2,3,2,4,36,50,12,19,28,34,3,58,19,98,46,33,69,Applied
Christina Brocker,11,1,3,1,0,3,0,46,53,16,69,77,83,0,98,21,31,53,42,34,Applied
Robert Slowe,12,3,3,3,0,3,0,58,58,3,19,58,63,0,2,21,7,30,74,70,Applied
Nancy Wong,9,0,4,0,5,3,0,23,35,77,44,92,1,5,26,73,60,1,81,99,Applied
Charles Reddick,8,3,0,3,5,2,0,60,99,99,27,17,28,5,22,93,58,27,60,56,Applied
Fletcher Welby,11,4,3,0,1,5,2,53,2,86,6,55,20,1,8,44,33,8,46,64,Applied
Ray Bagley,10,5,5,1,0,4,1,80,69,45,30,72,46,0,90,81,13,27,38,67,Applied
Stacy Austin,11,3,0,3,3,2,4,91,82,5,37,87,31,3,49,34,18,67,71,93,Applied
Maryjo Macumber,9,0,2,3,3,4,3,7,67,73,53,72,0,3,7,29,97,51,82,18,Applied
Ruth Porter,8,0,0,5,5,0,2,26,62,63,98,55,53,5,44,79,14,19,56,79,Applied
Albertine Rowton,12,3,1,0,1,5,0,38,19,93,55,66,85,1,20,73,52,24,97,50,Applied
Roberto Woolfrey,12,3,3,0,5,0,5,42,82,23,69,18,9,5,52,32,93,67,7,97,Applied
Nikki Dodson,8,4,5,2,5,3,3,30,80,6,10,60,34,5,48,88,99,69,87,91,Applied
Lloyd Hayes,10,3,2,0,1,5,2,21,64,74,95,93,46,1,32,54,2,7,25,31,Applied
John Stewart,12,0,3,3,0,2,4,56,73,37,65,33,13,0,50,86,13,92,14,6,Applied
Donna Mccoy,10,5,2,4,0,0,2,38,99,14,95,14,31,0,19,70,9,36,55,46,Applied
Rachel Mcgurr,8,4,1,0,1,5,0,5,88,22,70,5,30,1,73,39,60,97,1,76,Applied
Judith Smith,11,5,4,0,1,3,4,28,45,2,3,31,39,1,76,25,13,24,94,54,Applied
Mattie Grove,10,1,5,5,5,3,2,88,37,74,63,54,82,5,13,41,58,41,65,61,Applied
Debra Malach,9,5,4,0,3,0,5,2,72,77,11,98,24,3,3,83,67,78,15,19,Applied
Alonzo Perez,12,5,2,0,2,2,0,33,47,38,99,14,87,2,4,15,72,62,13,63,Applied
Catalina Henke,9,4,4,1,0,1,2,31,33,13,14,77,43,0,67,6,60,61,38,11,Applied
Helen Tracy,9,0,5,4,2,1,3,68,77,73,38,35,84,2,87,69,40,30,6,65,Applied
Shawn French,9,4,3,1,1,0,3,9,61,71,16,50,65,1,98,35,39,60,14,84,Applied
James Alvarez,10,4,5,4,3,4,3,2,17,41,14,40,5,3,96,16,80,87,20,31,Applied
Victor Masuda,10,1,1,1,4,2,1,74,32,8,18,47,68,4,75,26,40,57,76,59,Applied
Charles Zackery,10,2,5,2,0,1,2,97,18,3,41,19,97,0,77,76,20,26,57,18,Applied
Kelly Davis,9,5,5,2,2,0,5,97,60,86,20,54,0,2,26,45,75,3,15,31,Applied
Brian West,9,0,2,2,3,1,5,99,49,59,46,26,99,3,18,24,78,80,97,24,Applied
David Porter,8,4,1,0,3,5,3,73,9,36,86,28,41,3,72,96,11,84,89,71,Applied
Emily Gomez,11,1,3,1,4,5,1,43,10,90,57,40,70,4,8,54,7,63,35,53,Applied
William Juan,11,2,5,3,0,4,0,35,78,47,2,67,28,0,49,32,2,93,5,11,Applied
Douglas Campbell,9,3,0,0,1,4,4,75,97,11,5,81,6,1,67,39,27,19,22,14,Applied
Mary Berry,8,2,3,3,3,1,2,99,97,22,88,50,92,3,45,63,78,68,0,53,Applied
Frank Cruz,10,3,0,1,1,3,5,9,36,97,4,90,8,1,45,11,17,73,5,68,Applied
Bobby Wiggins,9,1,4,3,2,1,3,19,89,72,80,24,69,2,72,71,15,60,47,77,Applied
Debby Wilburn,9,1,3,2,2,5,3,51,52,57,66,4,96,2,98,85,15,80,0,87,Applied
Christopher Thomas,9,3,5,4,0,0,0,9,72,19,77,2,18,0,44,41,35,35,69,86,Applied
David Taylor,10,0,1,5,0,0,3,72,62,21,78,13,2,0,94,29,60,1,5,9,Applied
Wayne Welke,10,2,2,1,3,2,0,25,44,13,54,94,38,3,98,80,42,39,31,99,Applied
Donnie Choate,9,2,1,4,1,1,1,32,21,71,13,5,58,1,29,72,2,85,72,37,Applied
Flora Johnson,12,3,3,4,1,2,0,63,64,47,6,84,22,1,77,59,57,32,47,87,Applied
Angelica Baird,8,0,2,0,0,1,2,22,34,38,9,40,51,0,19,32,40,43,84,16,Applied
Ronnie Davis,10,5,2,4,2,3,0,76,6,84,58,53,74,2,69,0,6,97,86,31,Applied
Cindy Long,12,0,2,3,2,4,4,6,31,65,35,22,36,2,79,66,50,74,29,50,Applied
Robby To,8,4,1,3,1,3,3,41,19,27,29,82,46,1,98,76,10,98,53,88,Applied
Alma Trent,8,5,5,5,1,2,1,59,57,13,79,48,92,1,17,85,31,55,52,84,Applied
Veronica Sagedahl,11,3,0,0,0,1,1,40,64,22,1,64,0,0,14,57,86,77,41,3,Applied
Frank Shafer,9,3,0,0,0,5,4,29,84,19,18,76,77,0,1,13,95,77,49,71,Applied
Thomas Rumore,12,1,0,3,2,2,4,23,57,72,91,23,96,2,1,89,75,74,78,35,Applied
Jani Dorsey,9,2,2,2,5,3,3,76,18,29,54,61,50,5,74,6,67,86,55,94,Applied
Claribel King,12,1,3,2,5,3,3,56,30,33,63,82,44,5,36,77,10,91,80,9,Applied
Faye Aguilar,8,0,5,0,5,1,3,20,35,12,81,40,99,5,13,23,28,91,97,25,Applied
Catherine Cormier,10,2,4,2,3,4,4,78,71,11,73,46,2,3,63,14,33,70,17,58,Applied
Jerry Byer,8,0,3,1,2,4,4,38,57,47,64,32,48,2,85,20,16,10,51,58,Applied
Zachary Harris,8,5,2,1,3,2,4,41,55,18,63,26,9,3,47,58,95,12,9,27,Applied
Cheryl Wright,9,0,2,1,3,2,3,16,37,88,6,80,93,3,33,53,3,63,65,32,Applied
Marjorie Mcshane,10,5,0,5,1,3,4,19,63,49,14,37,36,1,56,26,68,94,56,13,Applied
Jose Jefferson,9,2,3,2,0,0,3,94,78,82,88,25,96,0,42,52,16,46,46,92,Applied
Albert Chesterfield,11,1,5,4,5,0,1,72,34,11,52,10,54,5,95,99,39,54,82,88,Applied
Gregory Criss,10,5,3,3,1,1,2,56,52,40,1,37,73,1,37,22,34,12,74,70,Applied
Gregory Mayen,10,0,0,0,2,4,4,29,18,12,20,15,75,2,99,98,7,92,18,74,Applied
Anne Dorsey,10,1,3,1,0,3,3,47,72,39,59,26,15,0,54,90,53,3,42,78,Applied
John Dampier,11,5,2,3,5,1,5,73,82,22,11,61,48,5,18,69,41,68,83,69,Applied
Mary Sikes,9,5,0,4,0,2,3,42,36,83,96,28,2,0,69,48,90,15,21,49,Applied
Adalberto Donoho,11,2,3,5,5,0,0,11,49,44,89,35,97,5,43,20,84,90,95,57,Applied
Carol Vinci,11,3,0,1,4,3,0,50,84,47,61,10,89,4,42,71,76,68,10,94,Applied
Stacy Hunt,10,1,4,4,5,1,4,9,12,35,20,43,44,5,24,23,99,85,86,48,Applied
Arthur Trager,9,0,1,5,0,5,5,52,57,89,55,41,55,0,66,59,63,55,60,97,Applied
Danny Dixon,8,1,2,2,3,3,0,16,86,19,45,97,57,3,22,25,32,20,80,75,Applied
Evonne Kim,11,1,1,0,1,1,4,56,38,89,22,7,37,1,58,40,9,36,79,67,Applied
Ronnie Allard,12,4,4,2,2,1,4,57,14,77,45,2,43,2,28,50,82,11,12,1,Applied
Tammy Torres,8,1,4,0,3,0,5,11,29,43,78,26,63,3,32,7,64,78,96,91,Applied
Freda Galvan,9,0,5,1,3,3,1,44,16,41,26,25,72,3,66,72,66,82,14,27,Applied
Jonathan Mccurry,11,5,2,0,2,2,4,69,72,25,63,45,2,2,9,87,75,70,73,23,Applied
Richard Seaman,10,0,2,1,0,0,3,36,83,30,80,28,0,0,89,87,23,35,42,71,Applied
John Saran,11,2,1,2,3,2,4,94,69,90,61,74,22,3,86,50,23,94,40,60,Applied
Myrtle Martinez,11,4,2,1,3,3,3,4,81,4,47,44,34,3,9,99,38,23,8,45,Applied
Barbara Bowthorpe,10,3,1,0,4,3,2,93,97,50,52,37,84,4,52,54,33,40,67,35,Applied
Alan Davis,10,1,3,3,0,3,3,36,31,47,95,68,2,0,71,37,18,5,93,33,Applied
Jim Robertson,12,5,5,5,1,2,1,65,46,31,22,83,82,1,52,89,92,74,38,82,Applied
Kevin Johnson,11,1,4,1,1,1,3,80,59,56,35,76,99,1,5,71,72,72,25,96,Applied
Juan Gomez,12,1,2,2,2,1,1,88,63,25,78,37,22,2,69,55,84,88,95,38,Applied
Adam Olney,11,2,3,4,4,4,1,64,42,68,53,97,72,4,53,68,66,80,70,93,Applied
William Fike,11,0,0,0,3,2,3,51,40,70,58,49,88,3,66,46,38,9,61,26,Applied
Katherine Murray,10,5,5,1,5,0,2,16,59,37,93,18,26,5,42,72,23,9,42,0,Applied
Virginia Chang,11,5,3,3,2,3,3,97,52,20,36,19,22,2,7,43,48,70,18,7,Applied
Jason Jones,10,3,0,5,4,4,2,38,47,8,56,20,80,4,93,38,22,48,53,34,Applied
Jason Hanson,10,4,0,2,4,4,3,2,67,54,31,72,95,4,36,26,44,68,91,87,Applied
Robert Hasson,10,3,1,0,5,2,4,80,20,42,10,50,8,5,0,24,31,28,32,58,Applied
Frances Turner,12,0,4,3,3,4,3,30,3,48,19,6,63,3,96,26,88,83,41,65,Applied
Steven Jolley,12,3,3,2,4,0,0,72,22,87,87,79,68,4,66,36,31,98,72,63,Applied
Willie Gray,10,0,5,4,2,3,0,35,47,95,14,22,99,2,9,77,14,57,34,70,Applied
Earnest Davis,10,5,5,1,1,0,4,20,13,58,22,85,49,1,88,97,30,53,79,64,Applied
Christopher Latham,10,5,5,1,0,1,0,95,59,88,84,55,72,0,45,37,11,35,6,72,Applied
Michael Williams,10,4,1,5,5,0,1,53,19,8,40,40,39,5,95,38,15,44,25,0,Applied
Sharon Omeara,12,1,5,4,1,0,0,44,60,76,53,59,49,1,41,60,12,44,0,58,Applied
Douglas Barnes,12,5,5,5,3,4,2,83,86,17,4,74,97,3,8,73,23,3,57,12,Applied
Esteban Hay,10,2,5,1,2,5,0,25,76,14,8,65,40,2,70,57,63,83,96,95,Applied
Gregory Fagan,12,3,0,3,3,2,1,94,26,36,42,39,85,3,19,97,22,44,12,47,Applied
Diana Manzo,10,5,5,1,4,3,0,23,4,92,3,23,1,4,94,7,26,87,0,13,Applied
Michael Gilbert,11,2,5,3,1,2,4,73,74,45,26,41,38,1,98,14,56,85,24,7,Applied
Gary Pryor,12,5,0,2,4,0,5,22,48,88,46,36,41,4,69,77,27,74,51,72,Applied
Susan Hernandez,10,0,3,5,1,0,0,91,77,15,43,43,47,1,23,55,68,81,56,70,Applied
Mildred Houston,11,4,2,0,5,4,4,67,40,94,15,1,33,5,90,66,24,49,81,15,Applied
Hien Davis,11,4,4,5,4,1,2,63,73,79,92,68,71,4,62,42,9,97,57,48,Applied
Stella Fraga,11,5,5,5,0,1,4,28,38,68,23,84,61,0,59,13,49,80,57,89,Applied
Anita Brockington,11,4,2,5,0,1,0,0,14,97,50,24,27,0,70,37,10,56,67,73,Applied
Donna Payne,12,4,2,2,4,2,1,7,77,7,29,22,34,4,43,26,70,59,64,6,Applied
Lori Kelly,10,2,5,0,1,3,0,38,8,94,91,1,69,1,35,87,17,89,54,1,Applied
Antonio Gilbar,10,5,2,1,3,5,1,13,1,89,43,54,15,3,6,83,41,39,40,38,Applied
Anita Matta,11,2,3,3,1,1,0,96,47,43,56,41,40,1,23,56,29,75,55,99,Applied
Lisa Sprague,11,5,0,0,5,2,3,79,55,6,58,38,5,5,10,82,26,39,18,52,Applied
Ana Hudson,12,3,1,3,0,3,1,87,45,43,14,59,5,0,97,40,14,49,23,6,Applied
Christin Gaul,10,1,0,4,0,1,5,31,38,40,27,21,25,0,73,42,30,97,28,63,Applied
Robert Brewer,12,2,1,2,2,3,3,23,29,13,76,65,78,2,52,34,9,98,51,79,Applied
Juanita Moore,12,5,1,0,4,2,1,70,63,83,67,74,31,4,98,96,50,15,74,15,Applied
Katherine Johnson,12,0,1,3,0,3,1,42,73,33,28,94,41,0,49,53,79,27,28,70,Applied
Dwight Lawson,12,2,5,2,2,1,3,52,61,14,83,83,36,2,55,79,63,44,82,99,Applied
Donna Delk,11,3,3,5,3,4,5,93,45,57,80,2,54,3,90,83,4,22,7,6,Applied
Ola Moore,11,5,5,0,5,1,4,91,54,27,18,6,74,5,53,34,15,17,15,23,Applied
Elizabeth Starr,10,4,5,4,0,5,1,56,23,9,11,44,80,0,87,83,73,26,9,59,Applied
Mark Smith,12,0,1,0,3,2,0,52,71,54,35,53,47,3,12,8,78,97,97,93,Applied
Vivian Cook,10,0,0,4,2,0,0,44,1,11,34,60,84,2,12,56,28,3,88,64,Applied
Walter Thomas,12,2,2,2,4,1,2,44,71,88,56,69,21,4,36,53,0,95,12,92,Applied
Brooks Vietti,11,5,2,5,5,5,0,88,89,26,88,68,0,5,2,9,41,80,7,80,Applied
Hugh Anderson,12,3,1,1,1,4,4,30,13,34,77,19,53,1,12,38,6,33,38,78,Applied
David Perkins,10,3,1,0,2,5,3,20,66,94,51,65,26,2,40,95,39,54,59,53,Applied
Wilmer Alexander,10,4,5,2,4,5,2,15,16,9,61,23,34,4,97,44,80,35,51,64,Applied
Craig Boyd,11,2,1,3,2,3,2,46,7,40,51,78,77,2,49,89,83,34,77,63,Applied
Dortha Smykowski,10,3,4,1,5,4,4,95,27,19,60,25,40,5,67,90,75,31,56,33,Applied
Joan Lewis,10,3,3,3,5,1,4,19,52,13,75,62,6,5,86,65,88,80,77,70,Applied
Jason Brown,12,2,2,3,3,1,1,83,33,31,39,3,19,3,21,6,71,86,84,70,Applied
Susan Nguyen,12,3,4,5,3,0,1,6,64,32,56,30,57,3,42,91,41,81,4,39,Applied
Mark Beidleman,11,2,3,3,1,3,5,23,30,96,94,87,71,1,12,28,22,6,9,30,Applied
Patricia Reeder,12,3,5,0,4,4,0,31,55,39,66,51,68,4,6,34,56,20,64,10,Applied
Frances Shortt,10,5,5,4,0,2,3,40,41,22,35,89,59,0,34,23,50,95,13,62,Applied
Adam Harden,10,5,2,2,3,3,3,8,93,32,9,75,79,3,12,26,72,42,89,25,Applied
Karl Norman,10,1,4,1,0,1,4,42,29,16,88,65,9,0,46,63,61,77,36,36,Applied
Kevin Kellam,12,0,0,5,5,4,3,97,60,61,13,55,32,5,92,81,9,44,17,22,Applied
Joel Carroll,12,2,2,4,4,5,5,26,93,16,82,75,66,4,45,3,63,33,99,16,Applied
Freda Lerma,10,4,5,3,2,5,5,6,59,17,27,45,7,2,62,11,47,47,23,36,Applied
Agustin Rivera,12,2,2,1,4,2,2,32,30,28,31,96,66,4,48,82,11,78,6,98,Applied
Tammy Johnson,12,1,4,1,1,3,5,99,67,24,49,86,82,1,40,38,53,79,70,65,Applied
Harold Carlson,10,2,2,2,1,4,5,14,35,15,99,11,84,1,32,36,53,67,73,37,Applied
Jill Hairston,12,0,2,1,2,5,5,58,54,7,97,90,19,2,35,63,13,76,80,1,Applied
Dennis Smith,12,2,4,1,0,3,3,21,41,86,60,65,68,0,50,10,27,8,37,20,Applied
Russell Keach,11,4,4,1,2,4,4,17,92,11,31,5,95,2,37,16,1,78,99,98,Applied
Joshua Woodward,10,1,4,5,5,4,3,45,14,38,53,6,32,5,93,26,90,1,91,91,Applied
Eugene Cuevas,10,0,2,2,4,1,5,13,20,60,36,90,44,4,99,13,6,78,18,52,Applied
